seg_stem,split_before
images__train__s2_f_17_x004_c178_1116_1,train
images__train__s2_f_17_x004_c178_1116_4,train
images__train__s2_f_17_x004_c178_1117_2,train
images__train__s2_f_17_x004_c178_1117_4,train
images__train__s2_f_17_x004_c178_1119_0,train
images__train__s2_f_17_x004_c178_1119_2,train
images__train__s2_f_17_x004_c178_1120_1,train
images__train__s2_f_17_x004_c178_1120_4,train
images__train__s2_f_17_x004_c178_1123_2,train
images__train__s2_f_17_x004_c178_1123_4,train
images__train__s2_f_17_x004_c178_1127_1,train
images__train__s2_f_17_x004_c178_1127_2,train
images__train__s2_f_17_x004_c187_1021_2,train
images__train__s2_f_17_x004_c187_1021_3,train
images__train__s2_f_17_x004_c187_1102_1,train
images__train__s2_f_17_x004_c187_1102_3,train
images__train__s2_f_17_x004_c187_1116_0,train
images__train__s2_f_17_x004_c187_1116_3,train
images__train__s2_f_17_x004_c187_1119_2,train
images__train__s2_f_17_x004_c187_1119_4,train
images__train__s2_f_17_x004_c187_1120_2,train
images__train__s2_f_17_x004_c187_1120_4,train
images__train__s2_f_17_x004_c187_1127_2,train
images__train__s2_f_17_x004_c187_1127_3,train
images__train__s2_f_17_x004_c188_1109_1,train
images__train__s2_f_17_x004_c188_1109_4,train
images__train__s2_f_17_x004_c188_1111_1,train
images__train__s2_f_17_x004_c188_1111_4,train
images__train__s2_f_17_x004_c188_1112_2,train
images__train__s2_f_17_x004_c188_1112_4,train
images__train__s2_f_17_x004_c188_1113_3,train
images__train__s2_f_17_x004_c188_1113_4,train
images__train__s2_f_17_x004_c188_1201_1,train
images__train__s2_f_17_x004_c188_1201_4,train
images__train__s2_f_17_x004_c189_1110_3,train
images__train__s2_f_17_x004_c189_1110_4,train
images__train__s2_f_17_x004_c189_1111_3,train
images__train__s2_f_17_x004_c189_1111_4,train
images__train__s2_f_17_x004_c189_1123_1,train
images__train__s2_f_17_x004_c189_1123_2,train
images__train__s2_f_17_x004_c189_1124_1,train
images__train__s2_f_17_x004_c189_1124_3,train
images__train__s2_f_17_x004_c189_1202_1,train
images__train__s2_f_17_x004_c189_1202_2,train
images__train__s2_f_17_x004_c189_1204_2,train
images__train__s2_f_17_x004_c189_1204_3,train
images__train__s2_f_17_x004_c190_1110_2,train
images__train__s2_f_17_x004_c190_1110_4,train
images__train__s2_f_17_x004_c190_1111_1,train
images__train__s2_f_17_x004_c190_1111_4,train
images__train__s2_f_17_x004_c190_1118_3,train
images__train__s2_f_17_x004_c190_1118_4,train
images__train__s2_f_17_x004_c190_1119_1,train
images__train__s2_f_17_x004_c190_1119_4,train
images__train__s2_f_17_x004_c190_1120_1,train
images__train__s2_f_17_x004_c190_1120_2,train
images__train__s2_f_17_x004_c190_1124_1,train
images__train__s2_f_17_x004_c190_1124_4,train
images__train__s2_f_17_x004_c190_1130_2,train
images__train__s2_f_17_x004_c190_1130_4,train
images__train__s2_f_17_x004_c190_1202_1,train
images__train__s2_f_17_x004_c190_1202_2,train
images__train__s2_f_17_x004_c191_0929_2,train
images__train__s2_f_17_x004_c191_0929_4,train
images__train__s2_f_17_x004_c192_0928_1,train
images__train__s2_f_17_x004_c192_0928_4,train
images__train__s2_f_17_x004_c192_1106_0,train
images__train__s2_f_17_x004_c192_1106_1,train
images__train__s2_f_17_x004_c192_1109_1,train
images__train__s2_f_17_x004_c192_1109_2,train
images__train__s2_f_17_x004_c192_1111_0,train
images__train__s2_f_17_x004_c192_1111_3,train
images__train__s2_f_17_x004_c192_1113_2,train
images__train__s2_f_17_x004_c192_1113_4,train
images__train__s2_f_17_x004_c192_1116_0,train
images__train__s2_f_17_x004_c192_1116_3,train
images__train__s2_f_17_x004_c192_1117_1,train
images__train__s2_f_17_x004_c192_1117_3,train
images__train__s2_f_17_x004_c192_1126_0,train
images__train__s2_f_17_x004_c192_1126_4,train
images__train__s2_f_17_x004_c193_1015_1,train
images__train__s2_f_17_x004_c193_1015_2,train
images__train__s2_f_17_x004_c193_1023_0,train
images__train__s2_f_17_x004_c193_1023_3,train
images__train__s2_f_17_x004_c193_1105_0,train
images__train__s2_f_17_x004_c193_1105_1,train
images__train__s2_f_17_x004_c193_1105_2,train
images__train__s2_f_17_x004_c193_1112_1,train
images__train__s2_f_17_x004_c193_1112_3,train
images__train__s2_f_17_x004_c193_1116_0,train
images__train__s2_f_17_x004_c193_1116_1,train
images__train__s2_f_17_x004_c193_1124_2,train
images__train__s2_f_17_x004_c193_1124_3,train
images__train__s2_f_17_x004_c193_1125_0,train
images__train__s2_f_17_x004_c193_1125_3,train
images__train__s2_f_17_x004_c194_1014_2,train
images__train__s2_f_17_x004_c194_1014_3,train
images__train__s2_f_17_x004_c194_1029_0,train
images__train__s2_f_17_x004_c194_1029_3,train
images__train__s2_f_17_x004_c194_1030_2,train
images__train__s2_f_17_x004_c194_1030_4,train
images__train__s2_f_17_x004_c194_1106_0,train
images__train__s2_f_17_x004_c194_1106_2,train
images__train__s2_f_17_x004_c195_1007_0,train
images__train__s2_f_17_x004_c195_1007_3,train
images__train__s2_f_17_x004_c195_1106_2,train
images__train__s2_f_17_x004_c195_1106_3,train
images__train__s2_f_17_x004_c195_1108_2,train
images__train__s2_f_17_x004_c195_1119_2,train
images__train__s2_f_17_x004_c195_1119_3,train
images__train__s2_f_17_x004_c195_1125_1,train
images__train__s2_f_17_x004_c195_1125_3,train
images__train__s2_f_17_x004_c195_1127_1,train
images__train__s2_f_17_x004_c195_1127_3,train
images__train__s2_f_17_x004_c195_1201_2,train
images__train__s2_f_17_x004_c195_1201_4,train
images__train__s2_f_17_x004_c198_1105_0,train
images__train__s2_f_17_x004_c198_1105_1,train
images__train__s2_f_17_x004_c198_1110_2,train
images__train__s2_f_17_x004_c198_1110_3,train
images__train__s2_f_17_x004_c198_1112_1,train
images__train__s2_f_17_x004_c198_1112_3,train
images__train__s2_f_17_x004_c198_1113_2,train
images__train__s2_f_17_x004_c198_1113_4,train
images__train__s2_f_17_x004_c198_1119_3,train
images__train__s2_f_17_x004_c198_1119_4,train
images__train__s2_f_17_x004_c198_1120_3,train
images__train__s2_f_17_x004_c198_1120_4,train
images__train__s2_f_17_x004_c198_1123_1,train
images__train__s2_f_17_x004_c198_1123_3,train
images__train__s2_f_17_x004_c203_1005_1,train
images__train__s2_f_17_x004_c203_1005_2,train
images__train__s2_f_17_x004_c203_1013_2,train
images__train__s2_f_17_x004_c203_1013_4,train
images__train__s2_f_17_x004_c203_1015_0,train
images__train__s2_f_17_x004_c203_1015_3,train
images__train__s2_f_17_x004_c203_1020_0,train
images__train__s2_f_17_x004_c203_1020_3,train
images__train__s2_f_17_x004_c203_1022_1,train
images__train__s2_f_17_x004_c203_1022_3,train
images__train__s2_f_17_x004_c203_1027_3,train
images__train__s2_f_17_x004_c203_1027_4,train
images__train__s2_f_17_x004_c203_1106_2,train
images__train__s2_f_17_x004_c203_1106_4,train
images__train__s2_f_17_x004_c203_1110_1,train
images__train__s2_f_17_x004_c203_1110_2,train
images__train__s2_f_17_x004_c203_1111_0,train
images__train__s2_f_17_x004_c203_1111_2,train
images__train__s2_f_17_x004_c203_1113_1,train
images__train__s2_f_17_x004_c203_1113_3,train
images__train__s2_f_17_x004_c204_1105_0,train
images__train__s2_f_17_x004_c204_1105_4,train
images__train__s2_f_17_x004_c204_1209_1,train
images__train__s2_f_17_x004_c204_1209_4,train
images__train__s2_f_17_x004_c205_1104_2,train
images__train__s2_f_17_x004_c205_1104_3,train
images__train__s2_f_17_x004_c205_1105_2,train
images__train__s2_f_17_x004_c205_1105_4,train
images__train__s2_f_17_x004_c205_1110_0,train
images__train__s2_f_17_x004_c205_1110_2,train
images__train__s2_f_17_x004_c207_1016_0,train
images__train__s2_f_17_x004_c207_1016_2,train
images__train__s2_f_17_x004_c208_1105_3,train
images__train__s2_f_17_x004_c209_1112_0,train
images__train__s2_f_17_x004_c209_1112_2,train
images__train__s2_f_17_x004_c209_1116_0,train
images__train__s2_f_17_x004_c209_1116_3,train
images__train__s2_f_17_x004_c209_1117_3,train
images__train__s2_f_17_x004_c209_1117_4,train
images__train__s2_f_17_x004_c211_1105_0,train
images__train__s2_f_17_x004_c211_1105_1,train
images__train__s2_f_17_x004_c211_1117_2,train
images__train__s2_f_17_x004_c211_1117_3,train
images__train__s2_f_17_x004_c311_1110_1,train
images__train__s2_f_17_x004_c311_1110_3,train
images__train__s2_f_17_x004_c320_1125_1,train
images__train__s2_f_17_x004_c320_1125_4,train
images__train__s2_f_17_x004_c320_1126_0,train
images__train__s2_f_17_x004_c320_1126_3,train
images__train__s2_f_17_x004_c321_1110_3,train
images__train__s2_f_17_x004_c321_1110_4,train
images__train__s2_f_17_x004_c323_1204_0,train
images__train__s2_f_17_x004_c323_1204_4,train
images__train__s2_f_17_x004_c324_1111_2,train
images__train__s2_f_17_x004_c324_1111_3,train
images__train__s2_f_17_x004_c324_1118_2,train
images__train__s2_f_17_x004_c324_1118_3,train
images__train__s2_f_17_x004_c327_1029_2,train
images__train__s2_f_17_x004_c327_1029_4,train
images__train__s2_f_17_x004_c327_1103_0,train
images__train__s2_f_17_x004_c327_1103_3,train
images__train__s2_f_17_x004_c327_1105_0,train
images__train__s2_f_17_x004_c327_1105_1,train
images__train__s2_f_17_x004_c327_1106_3,train
images__train__s2_f_17_x004_c327_1106_4,train
images__train__s2_f_17_x004_c329_1109_0,train
images__train__s2_f_17_x004_c329_1109_1,train
images__train__s2_f_17_x004_c329_1123_5_1,train
images__train__s2_f_17_x004_c329_1123_5_4,train
images__train__s2_f_17_x004_c331_1028_1,train
images__train__s2_f_17_x004_c331_1028_2,train
images__train__s2_f_17_x004_c331_1029_2,train
images__train__s2_f_17_x004_c331_1029_4,train
images__train__s2_f_17_x004_c331_1127_2,train
images__train__s2_f_17_x004_c331_1127_4,train
images__train__s2_f_17_x004_c331_1130_0,train
images__train__s2_f_17_x004_c331_1130_2,train
images__train__s2_f_17_x004_c500_0331_2,train
images__train__s2_f_17_x004_c500_0331_3,train
images__train__s2_f_17_x004_c501_0331_2,train
images__train__s2_f_17_x004_c501_0331_4,train
images__train__s2_f_17_x004_c509_0129_1,train
images__train__s2_f_17_x004_c509_0129_2,train
images__train__s2_f_17_x004_c509_0511_1,train
images__train__s2_f_17_x004_c509_0511_2,train
images__train__s2_f_17_x004_c510_0331_1,train
images__train__s2_f_17_x004_c510_0331_2,train
images__train__s2_f_17_x004_c976_0331_2,train
images__train__s2_f_17_x004_c976_0331_4,train
images__train__s2_f_17_x005_c011_0929_0,train
images__train__s2_f_17_x005_c011_0929_4,train
images__train__s2_f_17_x005_c012_1027_0,train
images__train__s2_f_17_x005_c012_1027_3,train
images__train__s2_f_17_x005_c012_1110_0,train
images__train__s2_f_17_x005_c012_1110_2,train
images__train__s2_f_17_x005_c012_1116_1,train
images__train__s2_f_17_x005_c012_1116_2,train
images__train__s2_f_17_x005_c012_1117_0,train
images__train__s2_f_17_x005_c012_1117_2,train
images__train__s2_f_17_x005_c012_1120_0,train
images__train__s2_f_17_x005_c012_1120_1,train
images__train__s2_f_17_x005_c014_1112_0,train
images__train__s2_f_17_x005_c014_1112_1,train
images__train__s2_f_17_x005_c015_1117_0,train
images__train__s2_f_17_x005_c015_1117_2,train
images__train__s2_f_17_x005_c016_1006_0,train
images__train__s2_f_17_x005_c016_1006_2,train
images__train__s2_f_17_x005_c016_1021_0,train
images__train__s2_f_17_x005_c016_1021_2,train
images__train__s2_f_17_x005_c016_1109_1,train
images__train__s2_f_17_x005_c016_1109_2,train
images__train__s2_f_17_x005_c016_1110_2,train
images__train__s2_f_17_x005_c016_1110_4,train
images__train__s2_f_17_x005_c016_1120_0,train
images__train__s2_f_17_x005_c016_1120_2,train
images__train__s2_f_17_x005_c023_1013_0,train
images__train__s2_f_17_x005_c023_1013_2,train
images__train__s2_f_17_x005_c023_1016_3,train
images__train__s2_f_17_x005_c023_1016_4,train
images__train__s2_f_17_x005_c024_1020_3,train
images__train__s2_f_17_x005_c024_1020_4,train
images__train__s2_f_17_x005_c024_1028_0,train
images__train__s2_f_17_x005_c024_1028_1,train
images__train__s2_f_17_x005_c024_1102_1,train
images__train__s2_f_17_x005_c024_1102_5,train
images__train__s2_f_17_x005_c024_1123_2,train
images__train__s2_f_17_x005_c024_1123_4,train
images__train__s2_f_17_x005_c025_0929_1,train
images__train__s2_f_17_x005_c025_0929_4,train
images__train__s2_f_17_x005_c026_1013_3,train
images__train__s2_f_17_x005_c026_1013_4,train
images__train__s2_f_17_x005_c026_1016_3,train
images__train__s2_f_17_x005_c026_1016_4,train
images__train__s2_f_17_x005_c026_1020_1,train
images__train__s2_f_17_x005_c026_1020_4,train
images__train__s2_f_17_x005_c026_1021_0,train
images__train__s2_f_17_x005_c026_1021_4,train
images__train__s2_f_17_x005_c027_1020_2,train
images__train__s2_f_17_x005_c027_1020_4,train
images__train__s2_f_17_x005_c027_1021_0,train
images__train__s2_f_17_x005_c027_1021_1,train
images__train__s2_f_17_x005_c028_1023_1,train
images__train__s2_f_17_x005_c028_1023_2,train
images__train__s2_f_17_x005_c033_1020_4,train
images__train__s2_f_17_x005_c033_1020_5,train
images__train__s2_f_17_x005_c033_1027_2,train
images__train__s2_f_17_x005_c033_1027_4,train
images__train__s2_f_17_x005_c034_1103_0,train
images__train__s2_f_17_x005_c034_1103_1,train
images__train__s2_f_17_x005_c035_1026_0,train
images__train__s2_f_17_x005_c035_1026_4,train
images__train__s2_f_17_x005_c036_1027_0,train
images__train__s2_f_17_x005_c036_1027_2,train
images__train__s2_f_17_x005_c036_1028_2,train
images__train__s2_f_17_x005_c036_1028_4,train
images__train__s2_f_17_x005_c037_1026_0,train
images__train__s2_f_17_x005_c037_1026_3,train
images__train__s2_f_17_x005_c037_1028_0,train
images__train__s2_f_17_x005_c037_1028_2,train
images__train__s2_f_17_x005_c037_1030_2,train
images__train__s2_f_17_x005_c037_1030_4,train
images__train__s2_f_17_x005_c037_1109_3,train
images__train__s2_f_17_x005_c037_1109_4,train
images__train__s2_f_17_x005_c038_1028_0,train
images__train__s2_f_17_x005_c038_1028_2,train
images__train__s2_f_17_x005_c039_1027_2,train
images__train__s2_f_17_x005_c039_1027_3,train
images__train__s2_f_17_x005_c042_1005_2,train
images__train__s2_f_17_x005_c042_1005_3,train
images__train__s2_f_17_x005_c042_1026_1,train
images__train__s2_f_17_x005_c042_1026_3,train
images__train__s2_f_17_x005_c044_1124_0,train
images__train__s2_f_17_x005_c044_1124_4,train
images__train__s2_f_17_x005_c044_1125_2,train
images__train__s2_f_17_x005_c044_1125_4,train
images__train__s2_f_17_x005_c044_1126_1,train
images__train__s2_f_17_x005_c044_1126_3,train
images__train__s2_f_17_x005_c044_1127_1,train
images__train__s2_f_17_x005_c044_1127_4,train
images__train__s2_f_17_x005_c045_1026_3,train
images__train__s2_f_17_x005_c045_1026_4,train
images__train__s2_f_17_x005_c052_1110_0,train
images__train__s2_f_17_x005_c052_1110_2,train
images__train__s2_f_17_x005_c052_1117_3,train
images__train__s2_f_17_x005_c052_1117_4,train
images__train__s2_f_17_x005_c052_1120_0,train
images__train__s2_f_17_x005_c052_1120_2,train
images__train__s2_f_17_x005_c055_1026_0,train
images__train__s2_f_17_x005_c055_1026_2,train
images__train__s2_f_17_x005_c055_1123_0,train
images__train__s2_f_17_x005_c055_1123_3,train
images__train__s2_f_17_x005_c058_1030_0,train
images__train__s2_f_17_x005_c058_1030_2,train
images__train__s2_f_17_x005_c061_1113_2,train
images__train__s2_f_17_x005_c061_1113_4,train
images__train__s2_f_17_x005_c162_1022_0,train
images__train__s2_f_17_x005_c162_1022_4,train
images__train__s2_f_17_x005_c162_1103_1,train
images__train__s2_f_17_x005_c162_1103_2,train
images__train__s2_f_17_x005_c162_1111_0,train
images__train__s2_f_17_x005_c162_1111_3,train
images__train__s2_f_17_x005_c162_1116_1,train
images__train__s2_f_17_x005_c162_1116_3,train
images__train__s2_f_17_x005_c162_1117_2,train
images__train__s2_f_17_x005_c162_1117_3,train
images__train__s2_f_17_x005_c164_0928_0,train
images__train__s2_f_17_x005_c164_0928_2,train
images__train__s2_f_17_x005_c164_1005_3,train
images__train__s2_f_17_x005_c164_1005_5,train
images__train__s2_f_17_x005_c164_1006_2,train
images__train__s2_f_17_x005_c164_1006_3,train
images__train__s2_f_17_x005_c164_1008_2,train
images__train__s2_f_17_x005_c164_1008_4,train
images__train__s2_f_17_x005_c164_1013_1,train
images__train__s2_f_17_x005_c164_1013_3,train
images__train__s2_f_17_x005_c164_1014_3,train
images__train__s2_f_17_x005_c164_1014_4,train
images__train__s2_f_17_x005_c164_1015_1,train
images__train__s2_f_17_x005_c164_1015_4,train
images__train__s2_f_17_x005_c164_1019_0,train
images__train__s2_f_17_x005_c164_1019_3,train
images__train__s2_f_17_x005_c164_1026_0,train
images__train__s2_f_17_x005_c164_1026_1,train
images__train__s2_f_17_x005_c164_1027_0,train
images__train__s2_f_17_x005_c164_1027_4,train
images__train__s2_f_17_x005_c165_0928_0,train
images__train__s2_f_17_x005_c165_0928_2,train
images__train__s2_f_17_x005_c166_1012_1,train
images__train__s2_f_17_x005_c166_1012_4,train
images__train__s2_f_17_x005_c166_1015_2,train
images__train__s2_f_17_x005_c166_1015_4,train
images__train__s2_f_17_x005_c166_1016_1,train
images__train__s2_f_17_x005_c166_1016_4,train
images__train__s2_f_17_x005_c169_1103_1,train
images__train__s2_f_17_x005_c169_1103_3,train
images__train__s2_f_17_x005_c169_1104_2,train
images__train__s2_f_17_x005_c169_1104_3,train
images__train__s2_f_17_x005_c172_1013_0,train
images__train__s2_f_17_x005_c172_1013_3,train
images__train__s2_f_17_x005_c172_1019_0,train
images__train__s2_f_17_x005_c172_1019_3,train
images__train__s2_f_17_x005_c172_1027_1,train
images__train__s2_f_17_x005_c172_1027_3,train
images__train__s2_f_17_x005_c172_1112_0,train
images__train__s2_f_17_x005_c172_1112_3,train
images__train__s2_f_17_x005_c173_0929_0,train
images__train__s2_f_17_x005_c173_0929_3,train
images__train__s2_f_17_x005_c175_1130_3,train
images__train__s2_f_17_x005_c175_1130_4,train
images__train__s2_f_17_x005_c176_1007_1,train
images__train__s2_f_17_x005_c176_1007_2,train
images__train__s2_f_17_x005_c178_1117_1,train
images__train__s2_f_17_x005_c178_1117_2,train
images__train__s2_f_17_x005_c187_1120_0,train
images__train__s2_f_17_x005_c187_1120_2,train
images__train__s2_f_17_x005_c187_1123_1,train
images__train__s2_f_17_x005_c187_1123_3,train
images__train__s2_f_17_x005_c187_1127_2,train
images__train__s2_f_17_x005_c187_1127_3,train
images__train__s2_f_17_x005_c188_1109_3,train
images__train__s2_f_17_x005_c188_1109_4,train
images__train__s2_f_17_x005_c188_1110_2,train
images__train__s2_f_17_x005_c188_1110_4,train
images__train__s2_f_17_x005_c189_1106_2,train
images__train__s2_f_17_x005_c189_1106_4,train
images__train__s2_f_17_x005_c189_1111_0,train
images__train__s2_f_17_x005_c189_1111_3,train
images__train__s2_f_17_x005_c189_1112_0,train
images__train__s2_f_17_x005_c189_1112_4,train
images__train__s2_f_17_x005_c189_1118_1,train
images__train__s2_f_17_x005_c189_1118_2,train
images__train__s2_f_17_x005_c189_1119_2,train
images__train__s2_f_17_x005_c189_1119_4,train
images__train__s2_f_17_x005_c189_1123_1,train
images__train__s2_f_17_x005_c189_1123_4,train
images__train__s2_f_17_x005_c189_1126_0,train
images__train__s2_f_17_x005_c189_1126_2,train
images__train__s2_f_17_x005_c189_1202_0,train
images__train__s2_f_17_x005_c189_1202_1,train
images__train__s2_f_17_x005_c190_1106_1,train
images__train__s2_f_17_x005_c190_1106_4,train
images__train__s2_f_17_x005_c190_1109_0,train
images__train__s2_f_17_x005_c190_1109_4,train
images__train__s2_f_17_x005_c190_1110_0,train
images__train__s2_f_17_x005_c190_1110_2,train
images__train__s2_f_17_x005_c190_1117_0,train
images__train__s2_f_17_x005_c190_1117_1,train
images__train__s2_f_17_x005_c190_1126_1,train
images__train__s2_f_17_x005_c190_1126_3,train
images__train__s2_f_17_x005_c190_1130_2,train
images__train__s2_f_17_x005_c190_1130_4,train
images__train__s2_f_17_x005_c192_1111_0,train
images__train__s2_f_17_x005_c192_1111_4,train
images__train__s2_f_17_x005_c192_1116_1,train
images__train__s2_f_17_x005_c192_1116_3,train
images__train__s2_f_17_x005_c192_1117_0,train
images__train__s2_f_17_x005_c192_1117_2,train
images__train__s2_f_17_x005_c192_1123_5_0,train
images__train__s2_f_17_x005_c192_1123_5_2,train
images__train__s2_f_17_x005_c192_1125_3,train
images__train__s2_f_17_x005_c192_1125_4,train
images__train__s2_f_17_x005_c192_1127_0,train
images__train__s2_f_17_x005_c192_1127_1,train
images__train__s2_f_17_x005_c193_1105_0,train
images__train__s2_f_17_x005_c193_1105_1,train
images__train__s2_f_17_x005_c193_1116_2,train
images__train__s2_f_17_x005_c193_1116_3,train
images__train__s2_f_17_x005_c193_1118_1,train
images__train__s2_f_17_x005_c193_1118_3,train
images__train__s2_f_17_x005_c193_1120_7_2,train
images__train__s2_f_17_x005_c193_1120_7_4,train
images__train__s2_f_17_x005_c193_1123_0,train
images__train__s2_f_17_x005_c193_1123_1,train
images__train__s2_f_17_x005_c193_1127_0,train
images__train__s2_f_17_x005_c193_1127_4,train
images__train__s2_f_17_x005_c193_1130_1,train
images__train__s2_f_17_x005_c193_1130_3,train
images__train__s2_f_17_x005_c195_1007_2,train
images__train__s2_f_17_x005_c195_1007_3,train
images__train__s2_f_17_x005_c195_1031_1,train
images__train__s2_f_17_x005_c195_1031_3,train
images__train__s2_f_17_x005_c195_1106_2,train
images__train__s2_f_17_x005_c195_1106_4,train
images__train__s2_f_17_x005_c195_1109_0,train
images__train__s2_f_17_x005_c195_1109_2,train
images__train__s2_f_17_x005_c195_1111_0,train
images__train__s2_f_17_x005_c195_1111_3,train
images__train__s2_f_17_x005_c195_1116_2,train
images__train__s2_f_17_x005_c195_1116_3,train
images__train__s2_f_17_x005_c195_1118_1,train
images__train__s2_f_17_x005_c195_1118_4,train
images__train__s2_f_17_x005_c195_1120_2,train
images__train__s2_f_17_x005_c195_1120_4,train
images__train__s2_f_17_x005_c195_1205_1,train
images__train__s2_f_17_x005_c195_1205_4,train
images__train__s2_f_17_x005_c198_1105_1,train
images__train__s2_f_17_x005_c198_1105_3,train
images__train__s2_f_17_x005_c198_1108_2,train
images__train__s2_f_17_x005_c198_1108_3,train
images__train__s2_f_17_x005_c198_1110_1,train
images__train__s2_f_17_x005_c198_1110_2,train
images__train__s2_f_17_x005_c198_1112_2,train
images__train__s2_f_17_x005_c198_1112_4,train
images__train__s2_f_17_x005_c198_1113_1,train
images__train__s2_f_17_x005_c198_1113_4,train
images__train__s2_f_17_x005_c203_0118_3,train
images__train__s2_f_17_x005_c203_0118_4,train
images__train__s2_f_17_x005_c203_1005_1,train
images__train__s2_f_17_x005_c203_1005_2,train
images__train__s2_f_17_x005_c203_1022_1,train
images__train__s2_f_17_x005_c203_1022_2,train
images__train__s2_f_17_x005_c203_1123_3,train
images__train__s2_f_17_x005_c203_1123_4,train
images__train__s2_f_17_x005_c203_1125_1,train
images__train__s2_f_17_x005_c203_1125_4,train
images__train__s2_f_17_x005_c205_1109_2,train
images__train__s2_f_17_x005_c205_1109_3,train
images__train__s2_f_17_x005_c205_1120_5_2,train
images__train__s2_f_17_x005_c205_1120_5_3,train
images__train__s2_f_17_x005_c207_1016_4,train
images__train__s2_f_17_x005_c207_1016_5,train
images__train__s2_f_17_x005_c207_1022_0,train
images__train__s2_f_17_x005_c207_1022_2,train
images__train__s2_f_17_x005_c207_1026_0,train
images__train__s2_f_17_x005_c207_1026_4,train
images__train__s2_f_17_x005_c209_1110_0,train
images__train__s2_f_17_x005_c209_1110_2,train
images__train__s2_f_17_x005_c209_1111_3,train
images__train__s2_f_17_x005_c209_1111_4,train
images__train__s2_f_17_x005_c209_1112_1,train
images__train__s2_f_17_x005_c209_1112_3,train
images__train__s2_f_17_x005_c209_1123_1,train
images__train__s2_f_17_x005_c209_1123_4,train
images__train__s2_f_17_x005_c209_1124_5_0,train
images__train__s2_f_17_x005_c209_1124_5_4,train
images__train__s2_f_17_x005_c209_1130_1,train
images__train__s2_f_17_x005_c209_1130_2,train
images__train__s2_f_17_x005_c209_1212_1,train
images__train__s2_f_17_x005_c209_1212_3,train
images__train__s2_f_17_x005_c211_1103_5_1,train
images__train__s2_f_17_x005_c211_1103_5_4,train
images__train__s2_f_17_x005_c211_1113_1,train
images__train__s2_f_17_x005_c211_1113_4,train
images__train__s2_f_17_x005_c211_1116_0,train
images__train__s2_f_17_x005_c211_1116_2,train
images__train__s2_f_17_x005_c211_1118_0,train
images__train__s2_f_17_x005_c211_1118_2,train
images__train__s2_f_17_x005_c211_1120_1,train
images__train__s2_f_17_x005_c211_1120_3,train
images__train__s2_f_17_x005_c311_1110_1,train
images__train__s2_f_17_x005_c311_1110_3,train
images__train__s2_f_17_x005_c319_1102_1,train
images__train__s2_f_17_x005_c319_1102_4,train
images__train__s2_f_17_x005_c320_1118_6_2,train
images__train__s2_f_17_x005_c320_1118_6_4,train
images__train__s2_f_17_x005_c320_1123_6_2,train
images__train__s2_f_17_x005_c320_1123_6_4,train
images__train__s2_f_17_x005_c320_1130_0,train
images__train__s2_f_17_x005_c320_1130_1,train
images__train__s2_f_17_x005_c323_1118_3,train
images__train__s2_f_17_x005_c323_1118_4,train
images__train__s2_f_17_x005_c323_1126_0,train
images__train__s2_f_17_x005_c323_1126_1,train
images__train__s2_f_17_x005_c323_1208_2,train
images__train__s2_f_17_x005_c323_1208_3,train
images__train__s2_f_17_x005_c323_1210_0,train
images__train__s2_f_17_x005_c323_1210_1,train
images__train__s2_f_17_x005_c323_1214_3,train
images__train__s2_f_17_x005_c323_1214_4,train
images__train__s2_f_17_x005_c324_1109_1,train
images__train__s2_f_17_x005_c324_1109_4,train
images__train__s2_f_17_x005_c324_1112_1,train
images__train__s2_f_17_x005_c324_1112_3,train
images__train__s2_f_17_x005_c324_1123_0,train
images__train__s2_f_17_x005_c324_1123_3,train
images__train__s2_f_17_x005_c324_1125_2,train
images__train__s2_f_17_x005_c324_1125_3,train
images__train__s2_f_17_x005_c325_1106_0,train
images__train__s2_f_17_x005_c325_1106_1,train
images__train__s2_f_17_x005_c326_1029_0,train
images__train__s2_f_17_x005_c326_1029_4,train
images__train__s2_f_17_x005_c327_1103_1,train
images__train__s2_f_17_x005_c327_1103_3,train
images__train__s2_f_17_x005_c327_1104_0,train
images__train__s2_f_17_x005_c327_1104_3,train
images__train__s2_f_17_x005_c327_1106_0,train
images__train__s2_f_17_x005_c327_1106_4,train
images__train__s2_f_17_x005_c327_1111_5_0,train
images__train__s2_f_17_x005_c327_1111_5_2,train
images__train__s2_f_17_x005_c329_1109_0,train
images__train__s2_f_17_x005_c329_1109_4,train
images__train__s2_f_17_x005_c329_1117_5_2,train
images__train__s2_f_17_x005_c329_1117_5_4,train
images__train__s2_f_17_x005_c329_1118_5_1,train
images__train__s2_f_17_x005_c329_1118_5_2,train
images__train__s2_f_17_x005_c329_1119_5_1,train
images__train__s2_f_17_x005_c329_1119_5_3,train
images__train__s2_f_17_x005_c329_1120_5_0,train
images__train__s2_f_17_x005_c329_1120_5_4,train
images__train__s2_f_17_x005_c330_1030_2,train
images__train__s2_f_17_x005_c330_1030_3,train
images__train__s2_f_17_x005_c331_1029_3,train
images__train__s2_f_17_x005_c331_1029_4,train
images__train__s2_f_17_x005_c331_1105_2,train
images__train__s2_f_17_x005_c331_1105_4,train
images__train__s2_f_17_x005_c331_1123_0,train
images__train__s2_f_17_x005_c331_1123_4,train
images__train__s2_f_17_x005_c331_1127_0,train
images__train__s2_f_17_x005_c331_1127_4,train
images__train__s2_f_17_x005_c331_1130_1,train
