seg_stem,from,to
images__train__s1_auto_470468438a4898cfd0146c97,train,val
images__train__exp26_gen_7c9d83ed6ef9f7dee361852a,train,val
images__train__exp26_gen_d88d4d2220fa310cf73ac805,train,val
images__train__exp26_gen_e01df7423d488b7c3e1b6127,train,val
images__train__exp26_gen_f19c87aa33300a1c39c5fe1b,train,val
images__train__exp26_gen_70bf166fa11cd9b7ab9d76d7,train,val
images__train__exp26_gen_74e1dc61553c68320ae9b256,train,val
images__train__exp26_gen_860227bab0884228c5d6f8dc,train,val
images__train__exp26_rfbat_e240be0131b29b9423b928be,train,val
images__train__exp26_gen_1a92505071c62146ab14313c,train,val
images__train__exp26_gen_876a8e9b7d3cf5453f051965,train,val
images__train__exp26_gen_ae532ce4ceff81b4a22bf528,train,val
images__train__exp26_gen_71e338816f5ea487546160aa,train,val
images__train__exp26_gen_87187e9e7fc4d326753d9707,train,val
images__train__exp26_gen_c4c6a5c66bcacc247a0e1b11,train,val
images__train__exp26_gen_ca90ef196850f1a6988b5efc,train,val
images__train__exp26_gen_3d03a6b51c164296f9438911,train,val
images__train__exp26_gen_c5e0920d545afc445abaf016,train,val
images__train__exp26_gen_ef4bea58994bd08e94e061b0,train,val
images__train__exp26_gen_faad496e13e5ff7ee53132be,train,val
images__train__s1_auto_c368f18cb98e01421bbe8c8a,train,val
images__train__exp26_gen_1745448b9fad1c871f67383a,train,val
images__train__exp26_gen_3e3d7138d57a17e80b80eada,train,val
images__train__exp26_gen_c7e5f48c589b6f8c4b59fd82,train,val
images__train__exp26_gen_fcd9b7442b830df0af41ca64,train,val
images__train__s1_auto_cf6ea2dc9571db1c2c3fdf40,train,val
images__train__exp26_rfbat_5bfef895b2ba2f7986fbb4be,train,val
images__train__exp26_rfbat_901b40e14217064a5e4cdc3e,train,val
images__train__exp26_rfbat_c96cac7adc9ac506901cfd5e,train,val
images__train__exp26_rfbat_d16d296e4c08405b791d41db,train,val
images__train__exp26_rfbat_6c1a2714185e2de3b52a04c4,train,val
images__train__exp26_rfbat_feecb130bf9c7a4cca30b25e,train,val
images__train__exp26_gen_13194d7b1c70e7eeacaf7eec,train,val
images__train__exp26_gen_c5435c9d5da7fa414fdfd87d,train,val
images__train__exp26_gen_e16d51b219ad8de333376e1b,train,val
images__train__exp26_rfbat_20cfe40815dd3ab134d58742,train,val
images__train__exp26_rfbat_cccc93a25f5693240ba58226,train,val
images__train__s1_auto_60026d1d2199c58e4c388986,train,val
images__train__exp26_rfbat_51a8093eaa6fc1c112f9a8e1,train,val
images__train__exp26_rfbat_f7404e8583e40847c904476b,train,val
images__train__s1_auto_ae1dd0d6fc0cd03b00ebe315,train,val
images__train__exp26_rfbat_0c8f99b2e852f967a66acc32,train,val
images__train__exp26_rfbat_13c6ca5fca94ad8904674486,train,val
images__train__exp26_rfbat_67e4f280500f4adcd523f489,train,val
images__train__exp26_rfbat_fc83b49d19c0b90591133a76,train,val
images__train__exp26_rfbat_fd8967a4a8cdcf589a33d8c4,train,val
images__train__exp26_gen_3276fd0c95dbfbcc45fab3df,train,val
images__train__exp26_gen_8bd8e04143b0af5b9cd24587,train,val
images__train__exp26_gen_a8dcca292fae2632d71bafbb,train,val
images__train__exp26_rfbat_2c08d20d216bec7d5b62b503,train,val
images__train__exp26_rfbat_82e666feaf61166aeb289e55,train,val
images__train__exp26_rfbat_26c525dc38a8f55d1cb86329,train,val
images__train__exp26_rfbat_3ddf52cefcc155799ad9d23c,train,val
images__train__exp26_rfbat_9c3102fbd52a5d963ba5325e,train,val
images__train__exp26_rfbat_e6c5743220982e79a56e18f9,train,val
images__train__exp26_rfbat_f2779554572c22f4a6ec4ad1,train,val
images__train__s1_auto_28411259b4c2f5071102e541,train,val
images__train__exp26_gen_1c005494360c027a061bd497,train,val
images__train__exp26_gen_56dd424fe680566eb394e5f6,train,val
images__train__exp26_gen_b961b68db8fdc2593875c4ee,train,val
images__train__exp26_rfbat_0df0f0e0e7e4cbcaa8c01bbe,train,val
images__train__exp26_rfbat_0ef04ce171dca52503f3d285,train,val
images__train__exp26_rfbat_6171e410b8c9fcc53d775b41,train,val
images__train__exp26_rfbat_74eb5d25574585a9538b9ae6,train,val
images__train__exp26_rfbat_a81d371b4b538861254fb62e,train,val
images__train__exp26_rfbat_d9d3106d4235d12da458fd13,train,val
images__train__exp26_rfbat_61e52d757d412973a485c14a,train,val
images__train__exp26_rfbat_fc36816901ad053af65a0be4,train,val
images__train__exp26_rfbat_044ee2bc01dfb7cd16cb0027,train,val
images__train__exp26_rfbat_208b16f0e359fe77af884c97,train,val
images__train__exp26_rfbat_69911d7cff3f8f1c4b484efd,train,val
images__train__exp26_rfbat_9ed229dfdac47a4af3ee3424,train,val
images__train__exp26_rfbat_c440a5ce2eb8a6aebaa20581,train,val
images__train__exp26_rfbat_dcbab521cc3f6c8cb2e10871,train,val
images__train__exp26_rfbat_6ea443791ad867bf137043a5,train,val
images__train__exp26_rfbat_ab7a73bd85070bb440a9facf,train,val
images__train__exp26_rfbat_62d9ccb8abea75767d57d393,train,val
images__train__exp26_rfbat_d4d742321a6632d45549b0a5,train,val
images__train__exp26_rfbat_ee3766e438f010ac208da10d,train,val
images__train__exp26_gen_38ff6906730118bd65ffda98,train,val
images__train__exp26_gen_9bbe561403da91750148a858,train,val
images__train__exp26_gen_ad8ca3f96328a9852c52c867,train,val
images__train__exp26_gen_559433b968205c6078d01d1c,train,val
images__train__exp26_gen_cd73b9971a03d44efde8009c,train,val
images__train__exp26_gen_e8152cdc7941ba2f42bc293f,train,val
images__train__exp26_gen_034e5d12d8e5300f7887a6c8,train,val
images__train__exp26_gen_654b50b32092f73620d1175f,train,val
images__train__exp26_gen_c60328dfac4a4e7e7cd16117,train,val
images__train__s1_auto_0d5c44b589a50bb15e945a23,train,val
images__train__exp26_gen_30264c43958513292df672c3,train,val
images__train__exp26_gen_7f4c5329ed2dbd7d88f37ba1,train,val
images__train__exp26_gen_f40e970b8852358075203229,train,val
images__train__s1_auto_cdb50787d4f7a9318ce4bd12,train,val
images__train__s1_auto_f254caf30d68e273309637ed,train,val
images__train__exp26_gen_4487f6b098ed46a483af1213,train,val
images__train__exp26_gen_7f3c09692d0c0ca90f649f07,train,val
images__train__exp26_gen_a8bec41f94b040f468d3d3e7,train,val
images__train__exp26_rfbat_41e475b91c7f23eca27f5b84,train,val
images__train__exp26_rfbat_d9f4b297eafe4da151523e00,train,val
images__train__exp26_rfbat_822447267d782a54eeb851b3,train,val
images__train__exp26_rfbat_c69a1bf2e11eeac043a7ba13,train,val
images__train__exp26_gen_3b087f9eda2dba2924554b45,train,val
images__train__exp26_gen_77693107224ac53f435b496b,train,val
images__train__exp26_gen_cf8bfa27aba4d2e582317e96,train,val
images__train__s1_auto_b246248357f37f929a96e757,train,val
images__train__exp26_rfbat_2c1ff85d624d6a3f127b77a3,train,val
images__train__exp26_rfbat_393d258e2eb5a7ed62f9f0a7,train,val
images__train__exp26_rfbat_ae13ef8b382301708c30c1f6,train,val
images__train__exp26_rfbat_d27c0f1634447d76239f6d0f,train,val
images__train__exp26_rfbat_e92ab71fb44e02d48c2d8bcd,train,val
images__train__exp26_rfbat_fb8d7c00767e52d5f35918b4,train,val
images__train__exp26_rfbat_4e2ca2e0fc514e615d5efdc6,train,val
images__train__exp26_rfbat_94b6f4083df779497ced15a6,train,val
images__train__exp26_rfbat_b6610b3284d456c3d4bb3f78,train,val
images__train__exp26_rfbat_6a7ff7c656a160ef80ecaf21,train,val
images__train__exp26_rfbat_7131123eb29e8ab61216e8fc,train,val
images__train__exp26_rfbat_722fec901a5990e9555ab964,train,val
images__train__exp26_rfbat_7934454f3c9a41a56461919d,train,val
images__train__s1_auto_25dc2431983e43e88e5694f4,train,val
images__train__exp26_gen_4674480ab51584d1c418bf31,train,val
images__train__exp26_gen_95537d874ff180b4e5c474d0,train,val
images__train__exp26_gen_b25eb1c5d8816c27728f1878,train,val
images__train__exp26_gen_641f2770d1cc7ccfecc32916,train,val
images__train__exp26_gen_6b068db3b552649a0b8e134b,train,val
images__train__exp26_gen_c51fdee5b603f277c9b454e7,train,val
images__train__exp26_rfbat_65d42e0a8679fbcdc259f258,train,val
images__train__exp26_rfbat_ec6293ea7ae5ab3a5f72fb44,train,val
images__train__exp26_rfbat_29dc4759a29fdcc16ec1b103,train,val
images__train__exp26_rfbat_810107e494f24f389b134674,train,val
images__train__exp26_rfbat_9c65a602a2b87ffa7a3388bf,train,val
images__train__exp26_rfbat_fd8461439d6eb81744432d45,train,val
images__train__exp26_gen_4713c378daadba79332a59f9,train,val
images__train__exp26_gen_b95407e9978365ad2bc3f837,train,val
images__train__exp26_gen_bf3f7f6bf710b991979032b4,train,val
images__train__s1_auto_37c5a6617479b55b18cc2937,train,val
images__train__exp26_rfbat_7486e8a94a2f8436854ae5ae,train,val
images__train__exp26_rfbat_f75953f58ff8509ac09e7323,train,val
images__train__s1_auto_9df62dbd6656e9cb5a477a3a,train,val
images__train__exp26_gen_5f0e01e8dcd48651a29845cd,train,val
images__train__exp26_gen_7f545d977be0aafddce45ae5,train,val
images__train__exp26_gen_9cd52e82b33f0b3f0106f579,train,val
images__train__exp26_gen_e04149c4e0df75111df9f89f,train,val
images__train__s1_auto_edf94716d127d543cc78559f,train,val
images__train__s1_auto_14c515d47a913e477b904d46,train,val
images__train__s1_auto_c4de14e0bfdb1fab3916eb21,train,val
images__train__exp26_rfbat_87302b6d105357fd00d3334d,train,val
images__train__exp26_rfbat_ba6afcdcac681d63c72da3a2,train,val
images__train__exp26_rfbat_d18485200ada65b9f9eb5cff,train,val
images__train__exp26_rfbat_d6bcdb4413c7c0ce7f11227e,train,val
images__train__exp26_rfbat_e070a2443c57230c4b972681,train,val
images__train__exp26_rfbat_fdc6038eed70ec02c8649bba,train,val
images__train__exp26_gen_2e492881ff9e2c638817eb99,train,val
images__train__exp26_gen_534244c7b6af34798a1b533b,train,val
images__train__exp26_gen_69e9e0347044d8f32c20f524,train,val
images__train__exp26_gen_a5d5c789b555573b19546dcb,train,val
images__train__exp26_rfbat_085c00db8df977f58c53389a,train,val
images__train__exp26_rfbat_09d4501e21875a95b9b844df,train,val
images__train__exp26_rfbat_7a4755cf98af9dee9f04f328,train,val
images__train__exp26_rfbat_b095af1d401763a51e68876c,train,val
images__train__s1_auto_b3f68ae26eea36d072d06a9d,train,val
images__train__exp26_rfbat_18b58eb9866ba79865c54219,train,val
images__train__exp26_rfbat_74c653b554f171ce94039177,train,val
images__train__exp26_rfbat_cda8b5525deb80adc9a79e8c,train,val
images__train__exp26_rfbat_ebff7e73d5bed5bfbbc68689,train,val
images__train__exp26_rfbat_393b354a267b95f8000546d6,train,val
images__train__exp26_rfbat_e4dfa7d2f3a7f37fb4a2daf3,train,val
images__train__s1_auto_3e8575b62be1229111f6e188,train,val
images__train__exp26_rfbat_63db512add31c3dbcb672a0c,train,val
images__train__exp26_rfbat_e809bbdf3e8e43aff1a6dcee,train,val
images__train__exp26_gen_6e5dd870f6eaf0c92c674b4f,train,val
images__train__exp26_gen_70c67cd3ca249d196be018ae,train,val
images__train__exp26_gen_9e67cfe2908ffa2f6c50c919,train,val
images__train__exp26_gen_0a64bad9220979314f6956c8,train,val
images__train__exp26_gen_7991e230ef51bcb80029592d,train,val
images__train__exp26_gen_86a32028ef6eb07029427a1d,train,val
images__train__exp26_rfbat_0a89fbb7dce8546ece8f76a8,train,val
images__train__exp26_rfbat_9e13ef8813df6e5d04333028,train,val
images__train__s1_auto_63346011d7d6174d1769157f,train,val
images__train__exp26_gen_b9c16073ce58c260f250b5c0,train,val
images__train__exp26_gen_e4488c208ae57d927a3e9fce,train,val
images__train__exp26_gen_e4adb13402535642b12fcd1b,train,val
images__train__s1_auto_b5647e487ac6115d936bea58,train,val
images__train__exp26_gen_a2cf788b6399a4057118be56,train,val
images__train__exp26_gen_d87ed749aee7a458035f81d9,train,val
images__train__exp26_gen_e588e348187e61f3e8535b4c,train,val
images__train__exp26_rfbat_5827c4505227a143e373bc40,train,val
images__train__exp26_rfbat_863df77efc99b8e89a17b386,train,val
images__train__s1_auto_8fd0e290259140e6b1a63027,train,val
images__train__exp26_gen_7f2eb1f70c8f19f18433fe15,train,val
images__train__exp26_gen_86b5ab3febf3a06ac329dc79,train,val
images__train__exp26_gen_a196988cc159377aaf441280,train,val
images__train__exp26_gen_e3de68c71dbdcc6ec3f9a1ba,train,val
images__train__exp26_gen_17f63e8ef3e54a594ab36f9d,train,val
images__train__exp26_gen_88c47377aa5b6bc618a75bf7,train,val
images__train__exp26_gen_d33f23607e90c84adc69a537,train,val
images__train__s1_auto_fde4f1ab8459fc56745fdb3f,train,val
images__train__s1_auto_2fbe9e9d30e444fb3205173a,train,val
images__train__exp26_gen_48b63b837ff1dfb5a3999a9c,train,val
images__train__exp26_gen_66fb812532eba91512fc8877,train,val
images__train__exp26_gen_9b69544bdf16d90a889628ce,train,val
images__train__exp26_gen_b579680643930371fb720ddb,train,val
images__train__s1_auto_439fefb250395db4958a83c6,train,val
images__train__s1_auto_01f53223e65ae6e649759fed,train,val
images__train__exp26_gen_6d69e1ae29ee9fdaf76034e3,train,val
images__train__exp26_gen_9ba7025dd1d2cec5e122ddb5,train,val
images__train__exp26_gen_d49356f3e02eb73a2b35fa7f,train,val
images__train__s1_auto_3082a21856111c55e957e91f,train,val
images__train__exp26_gen_1fa89731767146882518765f,train,val
images__train__exp26_gen_4a262fa5cdef65d701b32805,train,val
images__train__exp26_gen_696ab925286b7345893eb624,train,val
images__train__exp26_gen_95257eaa2afdabb6e1425e14,train,val
images__train__exp26_gen_97d1d0b94c4464903d2f9c69,train,val
images__train__exp26_gen_9a0d10b0182ca1fed5f79412,train,val
images__train__exp26_gen_aaa5d94eaef2448d4dacca6f,train,val
images__train__exp26_gen_ed139e37e05a20d739d2c3f8,train,val
images__train__s1_auto_1febc11b3500e0def42121ba,train,val
images__train__s1_auto_e8d8cfa0aff32a7174ea82d3,train,val
images__train__exp26_gen_098070fda06194569ec3b42f,train,val
images__train__exp26_gen_63b9919e3b972370da8248e4,train,val
images__train__exp26_gen_a13bf233b4019f0a0c2c0771,train,val
images__train__exp26_gen_031c89708efc5d58ca17179c,train,val
images__train__exp26_gen_4aee6e44811b4150b3db3fcc,train,val
images__train__exp26_gen_82f7d666d2d78054428be9ce,train,val
images__train__exp26_rfbat_9063cef7903dc8443e7deb21,train,val
images__train__exp26_rfbat_d0cec3f561475eaaeb0a2972,train,val
images__train__exp26_rfbat_f0971c4f5df5865f190faab1,train,val
images__train__exp26_rfbat_fa35e38d326e05b168753458,train,val
images__train__exp26_rfbat_22ad40e20dc2a5070393f008,train,val
images__train__exp26_rfbat_bacc7a823f7cd235fb98fd56,train,val
images__train__exp26_gen_7c01c247544c375bf33a843a,train,val
images__train__exp26_gen_a03229c14cbdd0c5c2edec2f,train,val
images__train__exp26_gen_d0213ace1e55ba1d71419fa1,train,val
images__train__s1_auto_adad1887901850f600c51d6d,train,val
images__train__exp26_gen_0fbf90278d5fc3ea0cedb7d2,train,val
images__train__exp26_gen_645d5eea23bdc80c330270bc,train,val
images__train__exp26_gen_7806f8156f6bde7e21ba181e,train,val
images__train__s1_auto_7e72d8e75cb2a29910a4b6b4,train,val
images__train__exp26_gen_3cf2ceab125fc9462ef32477,train,val
images__train__exp26_gen_921df30b62bf67acda9bf559,train,val
images__train__exp26_gen_d3cc2a362857c6ce3e68d077,train,val
images__train__exp26_gen_2b9fb195fda954e8e65fcc18,train,val
images__train__exp26_gen_608b3aa1c080155c8de6f2ae,train,val
images__train__exp26_gen_79d475f10d9c72d3ce43c3fe,train,val
images__train__exp26_gen_e907e96a71dd8a79f17cc802,train,val
images__train__exp26_gen_10ba3443124e02ca1cd57516,train,val
images__train__exp26_gen_46e8363aa9aa20fce1fbbc12,train,val
images__train__exp26_gen_cb1dc4bae2a879ab1d07c4dd,train,val
images__train__exp26_gen_e862934e0a8646732229ff59,train,val
images__train__s3_taco_000050,train,val
images__train__exp26_rfbat_06f6556a3838696c4caeb5da,train,val
images__train__exp26_rfbat_98d9e5ccc55b40464eadc6a6,train,val
images__train__s1_auto_28ac108c3ded4e6410663934,train,val
images__train__exp26_rfbat_24aa87d49b6d1a194807f142,train,val
images__train__exp26_rfbat_86a6a510a311a23fe28b0c0a,train,val
images__train__exp26_gen_59d5a369156ef19369163d56,train,val
images__train__exp26_gen_92d7913a227ee9c77f8e47f1,train,val
images__train__exp26_gen_dc75cef8d683265695c6d3a5,train,val
images__train__s1_auto_b3a57c1ad67a99b66c062ca5,train,val
images__train__exp26_rfbat_819cf39f8c09e53d4c309914,train,val
images__train__exp26_rfbat_88a3ed367342648ff2590883,train,val
images__train__exp26_rfbat_b3ce1d10051487dcf5a6a15c,train,val
images__train__exp26_rfbat_e013a616f91ef7fd5996f3ca,train,val
images__train__exp26_gen_21279cffadea9c4198a50627,train,val
images__train__exp26_gen_30357f17f08ae7d82e8bb69b,train,val
images__train__exp26_gen_394f745c1a3fb259c4913e1c,train,val
images__train__exp26_gen_4bd308e286ed98f02ecb7562,train,val
images__train__exp26_gen_39cf552f3d18a24bdfcc24d6,train,val
images__train__exp26_gen_4ddf4e17ae3f8640cf1b4fc3,train,val
images__train__exp26_gen_e419b3128a84c956c6750281,train,val
images__train__exp26_rfbat_8f54e50deb4eb96755f13974,train,val
images__train__exp26_rfbat_afbfafa2f12abf3e9c587417,train,val
images__train__exp26_rfbat_744e46f4564be8700c9b50fb,train,val
images__train__exp26_rfbat_97ae7cace5edf0f2e863e8a4,train,val
images__train__exp26_gen_44da3265207790b41b5e0345,train,val
images__train__exp26_gen_a5590dc1b76f0132955c311e,train,val
images__train__exp26_gen_cdf8d6e2f91af4ff1785c11b,train,val
images__train__s1_auto_1a6edd0e4fc46ea439649737,train,val
images__train__exp26_gen_8aedaeadbc76974bae4655b3,train,val
images__train__exp26_gen_8c118e6e6b680897ebca5e7b,train,val
images__train__exp26_gen_8ea271a6e4bf282d9301f98d,train,val
images__train__exp26_gen_9082eba0ce6c856bffa9c667,train,val
images__train__s1_auto_d5b0aec7185dffac98f4109a,train,val
images__train__exp26_rfbat_0c34371bba79b00f5c9adb13,train,val
images__train__exp26_rfbat_279ed4ce7e7c7e7fcc0c4799,train,val
images__train__exp26_rfbat_5df72dc2c67e42aa4b070c6a,train,val
images__train__exp26_rfbat_e79cffb662620406540d7ad3,train,val
images__train__s1_auto_3fa6d4c6af1bc3b21a6d1c0b,train,val
images__train__s1_auto_3a2679d845c8e15ea4be8572,train,val
images__train__exp26_rfbat_06d8af254c52d49932db24c5,train,val
images__train__exp26_rfbat_c32b1c1960e54ffcfa0057ad,train,val
images__train__s1_auto_33bf4d455f8ccacfc5ab7227,train,val
images__train__exp26_gen_01cd52115bdfa84802d1f3a9,train,val
images__train__exp26_gen_114faf55a1d49644d74ab743,train,val
images__train__exp26_gen_e956f56e148951f437b8cc96,train,val
images__train__exp26_rfbat_dc53e54ea91aa1da46a3821e,train,val
images__train__exp26_gen_0ab17cf175f9e332cceaa40b,train,val
images__train__exp26_gen_4235ed7fe85b9910bb035809,train,val
images__train__exp26_gen_c12454866a27da141ddbaf65,train,val
images__train__s1_auto_5c7ce63f4861217a919e790b,train,val
images__train__exp26_rfbat_afeb38d15a55144d31fb8386,train,val
images__train__exp26_rfbat_fef762f80118807f10be0a1d,train,val
images__train__exp26_gen_0042818c0882f6ccdded1f24,train,val
images__train__exp26_gen_adc9fa14a2598404a8365212,train,val
images__train__exp26_gen_e80747801eeff658851d74f3,train,val
images__train__s1_auto_b392201c91af6e423b1c6650,train,val
images__train__exp26_gen_0afca974a38c901a57c98145,train,val
images__train__exp26_gen_76e6058a569e5e100312c57d,train,val
images__train__exp26_gen_b908317fc2f19cd0961fea8e,train,val
images__train__exp26_rfbat_9ed6a8bd63f0f47a8bdc5bff,train,val
images__train__exp26_rfbat_e38b0ce472e78a2b05323ac0,train,val
images__train__s1_auto_545e7f06963b2f9ba53ca825,train,val
images__train__exp26_rfbat_44bdb8f8adff0786f9507e25,train,val
images__train__exp26_rfbat_4ac13bbb8b9212b684dc9ca5,train,val
images__train__exp26_rfbat_4d33a15ee82018abab240135,train,val
images__train__exp26_rfbat_8e312f17ad54c170dc102497,train,val
images__train__exp26_rfbat_c81e6a5f60015b75e555ced8,train,val
images__train__exp26_gen_41440356bd9f2a5ceaa0879f,train,val
images__train__exp26_gen_601d5d2afffd266c0835c92d,train,val
images__train__exp26_gen_c1afc490ace17cb477e2fea9,train,val
images__train__s1_auto_a0b5e54e38161a48db36c455,train,val
images__train__exp26_rfbat_4fd820010ce5be361b9f781b,train,val
images__train__exp26_rfbat_f923c7da6623355daa6d5663,train,val
images__train__exp26_gen_40ee0b8f3a10e8d7e57d6679,train,val
images__train__exp26_gen_8e482c0f49da1d62c931e7ca,train,val
images__train__exp26_gen_b7900cf83ba2079c4fdde50a,train,val
images__train__exp26_gen_f09545c347234036c0e3a568,train,val
images__train__exp26_rfbat_01a341d2552e49fa3616bd02,train,val
images__train__exp26_rfbat_ec225bb88355db1171c04018,train,val
images__train__exp26_gen_00c98a089d84761bdd3b73da,train,val
images__train__exp26_gen_839450b1bca4df6b759bf7f6,train,val
images__train__exp26_gen_8d1c775b2ef86b9b2c0bf8a6,train,val
images__train__exp26_gen_b289f624aa67b85935da78af,train,val
images__train__s1_auto_59249b820dad067eb8289cb0,train,val
images__train__exp26_gen_13323fd5e0e07be29eebd9e4,train,val
images__train__exp26_gen_896778476e7823f51c9e0ed5,train,val
images__train__exp26_gen_fe6e484fd8f66dce06086389,train,val
images__train__exp26_gen_0ca78c2eb6bf3e1d030f8e32,train,val
images__train__exp26_gen_b49a01883893d0c713f02ae3,train,val
images__train__exp26_gen_ca5c50e15ea8ccdb93c0866c,train,val
images__train__s1_auto_d7f93f74b578da060631efed,train,val
images__train__exp26_rfbat_229471e418a17a0927b48953,train,val
images__train__s1_auto_5a34ba42c12d87492ca0b178,train,val
images__train__exp26_gen_2bacb75ab85e47784ef9c782,train,val
images__train__exp26_gen_67b2c14340bbc63ab0ee4dee,train,val
images__train__exp26_gen_a0eb9759a6a35154493dbfaf,train,val
images__train__s1_auto_659365bbae06851b0f65a37c,train,val
images__train__exp26_gen_03a7742f96807159cf6805f4,train,val
images__train__exp26_gen_5a87985f8f7d066ff23f394f,train,val
images__train__exp26_gen_5f915155c8d3426ccb27e493,train,val
images__train__exp26_gen_bc66cd47db669f38f5b979f8,train,val
images__train__exp26_gen_82a5673625f7234491793e27,train,val
images__train__exp26_gen_903c08f7979c7c152f27ed5e,train,val
images__train__exp26_gen_b4bd832e77a0fc75b9d96b64,train,val
images__train__exp26_rfbat_6ebcfe65a8c8623d666fe166,train,val
images__train__exp26_rfbat_9d7157b31bb91e4be0ce1414,train,val
images__train__exp26_rfbat_275f12970aa94505b19b0a2f,train,val
images__train__exp26_rfbat_6a05a55df8a536992769cc31,train,val
images__train__exp26_rfbat_812c49e086d6de93adda2f27,train,val
images__train__exp26_rfbat_3c5502e937f13ffe71127ce8,train,val
images__train__exp26_rfbat_7e9ea4896640f95b8145ade0,train,val
images__train__exp26_rfbat_81ace886c9e138de615ad0ed,train,val
images__train__exp26_rfbat_afac930da8e92c5a4d8b8be3,train,val
images__train__exp26_rfbat_e1f3aee1be5e1019479bf311,train,val
images__train__exp26_rfbat_e515b169ed1edbd19be6e4ab,train,val
images__train__exp26_rfbat_020911ee1244be2d0b830687,train,val
images__train__exp26_rfbat_2b686c83668c2085802b4106,train,val
images__train__exp26_rfbat_56e49d4269d82b993c4052bb,train,val
images__train__exp26_rfbat_d06bb1641acdb6ae5cdcc672,train,val
images__train__exp26_rfbat_93d004ea2333515b812bc5f7,train,val
images__train__exp26_rfbat_f683e376c5c925e59eb8194f,train,val
images__train__s1_auto_c294c040f7f2eeca62e51689,train,val
images__train__exp26_gen_508ae0252fa56fc944b65f6a,train,val
images__train__exp26_gen_6ac5079cadfb9dc60e3e9712,train,val
images__train__exp26_gen_a3d9cc971ddac387a0713fbf,train,val
images__train__exp26_gen_af5a62ab55c827b9f52cac40,train,val
images__train__exp26_gen_4e6f15d49dd7c1bcb47b84c1,train,val
images__train__exp26_gen_573793b66e585fcd685b3e53,train,val
images__train__exp26_gen_d1e4df26205306a8907e10cc,train,val
images__train__exp26_gen_fb3214f3902ba9fc29457477,train,val
images__train__exp26_gen_3a9131d5831aad3c7733641c,train,val
images__train__exp26_gen_a62df77eca5bcaa2cfce7688,train,val
images__train__exp26_gen_f59e92964ae155e940b877e1,train,val
images__train__exp26_rfbat_7bfc084d18369205f26cf1ae,train,val
images__train__exp26_rfbat_a9d5bfa2e770b19c77ccada3,train,val
images__train__exp26_rfbat_2bdbbda1892239ed9485bff7,train,val
images__train__exp26_rfbat_a5799ccba0c97e87c838e8e2,train,val
images__train__exp26_rfbat_a9a5639f75c38c98f383576c,train,val
images__train__s1_auto_4a9ffd587a52370be7e3c80d,train,val
images__train__exp26_gen_4958398f02848add932aa28b,train,val
images__train__exp26_gen_69450ef056c963dcd3e595e8,train,val
images__train__exp26_gen_6b781646ab22f3db6efe1b36,train,val
images__train__exp26_gen_e380c44aa928c9027f5d3013,train,val
images__train__s1_auto_85eda26ae35a50aafd352568,train,val
images__train__exp26_rfbat_226f709f1ac0c6bc27f98d7c,train,val
images__train__exp26_rfbat_443eba147b22bcae58183859,train,val
images__train__exp26_rfbat_a9d32e23f4f2ff7123ea3291,train,val
images__train__exp26_rfbat_c90fe9e15d620c733fb992b8,train,val
images__train__exp26_rfbat_d26fcb23e05d221a2c8616c1,train,val
images__train__exp26_rfbat_da124b819aac6260bb87592a,train,val
images__train__exp26_rfbat_132eacc397b961550e103685,train,val
images__train__exp26_rfbat_37003798b815ab9ddcedaeb2,train,val
images__train__exp26_rfbat_825222a27c05589fdbfaac3b,train,val
images__train__exp26_rfbat_e107cf412dba592eb9fe60b3,train,val
images__train__exp26_gen_5608af755a7df3ba6da526c3,train,val
images__train__exp26_gen_67f5aa2397dcafd7065d9c52,train,val
images__train__exp26_gen_c9ab3ce7949a30219a1d4242,train,val
images__train__s1_auto_142eaad587c73f0909a5c7f8,train,val
images__train__exp26_rfbat_58288948ee690e3a2c0b66f6,train,val
images__train__exp26_rfbat_6c7b927a9f0829459d9a0854,train,val
images__train__exp26_rfbat_772abc6f35fd26b403094e73,train,val
images__train__exp26_rfbat_e32f5a7f919028c7ac467917,train,val
images__train__exp26_gen_90ff852c0bfc4c173c8229fe,train,val
images__train__exp26_gen_a57b7d3092277d6e3d9d2fcc,train,val
images__train__exp26_gen_f805b333067033784e09301f,train,val
images__train__exp26_gen_fde9a102dd4ed48fb5b130b7,train,val
images__train__s1_auto_972f77b139e209b1e1e1be4c,train,val
images__train__exp26_gen_0c2939fe917240c1c60372c7,train,val
images__train__exp26_gen_29bf86d8467db4cd6b1b96ab,train,val
images__train__exp26_gen_d564e5fae2b918ff8fcb7417,train,val
images__train__exp26_rfbat_698a960411e57aff81f924fb,train,val
images__train__exp26_rfbat_74a138c305f9f18786138fa9,train,val
images__train__exp26_gen_a3ae3043803a53d7d138ab12,train,val
images__train__exp26_gen_dd74233484742bc35840386b,train,val
images__train__exp26_gen_dda5f9716c3e3c2248a48f24,train,val
images__train__s1_auto_099ed159faf1f20fb55357d6,train,val
images__train__exp26_rfbat_049c61efa19275d1ce92786c,train,val
images__train__exp26_gen_190e2c6114cc26409e2be781,train,val
images__train__exp26_gen_93b06693d218987a811325dc,train,val
images__train__exp26_gen_ae68b4ab18a536dc3b6c680d,train,val
images__train__exp26_gen_f33e5397bec5ddb5686499e7,train,val
images__train__s1_auto_4d61753344b313b53cb64efd,train,val
images__train__exp26_gen_1e57d39dc9984c9a54d22be4,train,val
